document_id,clean_text,sentiment
121,femal child issei parent born juli fukuoka japan mother two older nisei brother visit rel name mitsuy mei yasutak birth age grew seattl wa father employ u immigr natur servic interpret twenti year separ famili decemb intern enemi alien attend cleveland high school remov seattl mother three brother incarcer puyallup assembl center washington minidoka concentr camp idaho allow temporari leav minidoka travel brother william toshio yasutak visit father jack kaichiro yasutak incarcer u depart justic intern camp lordsburg nm releas minidoka work attend colleg cincinnati receiv ba english art new york univers english literatur research univers chicago marri four child move southern california taught year commun colleg southern california institut retir cypress colleg professor english author camp note poem first publish desert run writer numer essay short stori poem wide antholog collect bridg call back woman poet world featur mitsuy nelli two american poet documentari film asian woman unit state air nation public televis founder multicultur woman writer mcww member multiethn literatur unit state melu activ mani commun art crosscultur program elect nation board director amnesti intern usa serv six year recipi numer award honor recogn profession volunt contribut societi,negative
122,nisei male born seattl washington father employ u immigr natur servic interpret twenti year separ famili decemb intern enemi alien remov seattl mother sister two brother attend school fifth sixth grade incarcer puyallup assembl center washington minidoka concentr camp idaho u depart justic intern camp crystal citi tx reunit father jack kaichiro yasutak transfer u depart justic intern camp lordsburg nm crystal citi tx camp releas crystal citi camp move parent cincinnati oh move parent chicago illinoi father serv execut director chicago resettl committe high school graduat attend lawrenc colleg wisconsin graduat univers illinoi commiss lieuten u armi assign artilleri serv germani return u discharg armi marri three son late wife die remarri one stepdaught receiv new york univers move ohio employ u air forc psychologist receiv phd industri psycholog ohio state univers columbu oh move denver co retir u air forc human resourc laboratori move california employ lockhe serv volunt capac commun organ includ presid japanes american museum san jose speak school educ student experi japanes american loss constitut right world war ii also serv chair san jose japantown preserv committe,negative
123,nisei male born seattl wa father employ u immigr natur servic interpret twenti year separ famili decemb intern enemi alien graduat cleveland high school attend univers washington remov seattl mother sister two brother incarcer puyallup assembl center washington minidoka concentr camp idaho work hospit attend laboratori technician minidoka incarcer minidoka volunt u armi march allow travel minidoka sister mitsuy yasutak yamada visit father jack kaichiro yasutak incarcer u depart justic intern camp lordsburg nm mr yasutak pas away decemb basic train camp shelbi mississippi serv europ nd regiment combat team medic assign compani nd platoon wound combat southern franc octob award bronz star recoveri assign medic antitank compani st platoon decemb discharg armi visit parent younger brother cincinnati live briefli new york citi return seattl marri receiv ba zoolog univers washington began career research fish patholog four child receiv phd fish patholog univers tokyo retir research histologist u fish wildlif servic year continu serv senior scientist emeritu volunt capac dr wt yasutak author numer articl publish scholarli journal book microscop anatomi salmonid receiv award recognit pioneer outstand contribut profession field,negative
124,nisei femal born yakima valley washington spent childhood wapato washington follow bomb pearl harbor remov north portland assembl center oregon heart mountain concentr camp wyom staff camp newspap heart mountain sentinel left camp chicago illinoi live pennsylvania kentucki missouri return yakima washington becam involv polit organ postwar leagu woman voter testifi commiss wartim reloc intern civilian redress movement becam activ involv group address environment issu,negative
125,nisei femal born seattl washington younger sister three younger brother father riichiro fukano employ orient trade compani bookkeep seattl oper dri clean busi mother kiyono miyama fukano seamstress learn dressmak mother help shop famili live upstair shop neighborhood japanes american famili patern grandfath grandmoth join household live eleven year return japan father serv mani year secretari japanes chamber commerc mother serv presid buddhist woman associ graduat lincoln high school attend univers washington one year attend school japan one year live fukuoka ken serv interpret charl lindbergh yasha heifetz notabl visitor marri william owari fukui issei husband also dri clean busi son born move back parent hous along husband son order togeth mother brother incarcer puyallup assembl center may father pick earlier fbi decemb detain intern separ incarcer minidoka concentr camp son attend nurseri school minidoka husband work releas indefinit leav husband son reloc detroit mi car vandal burglar minidoka camp drive back seattl protest lack assist minidoka concentr camp staff husband start anoth dri clean busi seattl overcom discrimin financ retir dri clean busi volunt work child hospit seattl year provid home care two half year husband suffer sever stroke death provid volunt servic seattl keiro six half year,neutral
126,sansei male born lo angel california octob grew gardena california receiv ba polit scienc univers southern california graduat magna cum laud phi beta kappa receiv jd boalt hall school law univers california mr minami cofound asian law caucu inc cofound asian pacif american bar associ greater bay area asian pacif bar california coalit asian pacif american involv signific litig affect civil right asian pacif american minor includ korematsu v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american wwii origin upheld u suprem court landmark decis unit pilipino affirm action v california blue shield first class action employ lawsuit brought asian pacif american behalf asian pacif american spokan jacl v washington state univers class action behalf asian pacif american establish asian american studi program washington state univers nakanishi v ucla claim unfair denial tenur result grant tenur widespread public discrimin academia mr minami repres kristi yamaguchi olymp gold medal skater playwright philip kan gotanda actor lane nishikawa other field medium entertain counsel nation asian american telecommun associ asian american journalist associ mr minami taught univers california berkeley mill colleg oakland ca commission state california fair employ hous commiss commission state bar california commiss judici nomine evalu chair attorney gener asianpacif advisori committe member senat barbara boxer judici screen committe chair civil liberti public educ fund commiss appoint presid clinton mr minami receiv numer award includ state bar presid pro bono servic award honorari juri doctor degre mcgeorg school law design dormitori univers california santa cruz queen liliuokalaniminami dormitori award coro foundat japanes cultur commun center northern california harri dow memori fellowship boston fred korematsu civil right fund award organ chine american japanes american youth center centro legal de la raza mr minami partner minami lew tamaki san francisco special person injuri entertain law,neutral
127,roger shimomura paint print theater piec address sociopolit issu asian america inspir mani work diari kept late immigr grandmoth fiftysix year receiv undergradu degre univers washington seattl graduat degre syracus univers new york shimomura solo exhibit paint print present experiment theater piec venu franklin furnac new york walker art center minneapoli nation museum american histori smithsonian institut washington dc recipi four nation endow art fellowship paint perform art mcknight fellowship civil liberti public educ fund fellowship first artist award intern japan foundat grant well first state receiv kansa art commiss artist fellowship paint fall shimomura appoint dayton hudson distinguish visit professor carleton colleg northfield minnesota professor shimomura lectur work univers art museum across unit state design univers distinguish professor univers kansa faculti first honor histori school fine art campu receiv higuchi research prize highest annual honor bestow kansa univers faculti member human social scienc seattl urban leagu name scholarship award annual seattl resid pursu career art colleg art associ present artist award distinguish bodi work recognit fouryear twelvemuseum nation tour paint exhibit american diari shimomura person paper collect archiv american art smithsonian institut repres jeffrey hoffeld compani inc new york jan cicero galleri chicago jan weiner galleri kansa citi bernic steinbaum galleri miami greg kucera galleri seattl,positive
128,nisei femal born novemb seattl washington grew seattl graduat salutatorian broadway high school enrol premed program univers washington decemb war remov puyallup assembl center washington minidoka concentr camp idaho left camp attend univers texa later woman medic colleg philadelphia pennsylvania return seattl open privat famili medicin practic succeed help issei commun involv help establish nurs home japanes american seattl retir privat practic age seventyf,positive
129,white male born may albani new york founder execut director american civil liberti union northern california fought civil right throughout career involv gener strike san francisco mccarthi era free speech civil right antiwar movement repres fred korematsu case unit state govern,neutral
130,nisei male born novemb sacramento california spent childhood adolesc loomi california spend senior year high school lo angel california bomb pearl harbor remov marysvil assembl center california tule lake concentr camp california resist draft renounc u citizenship remain famili tule lake design segreg center left camp attend colleg california work wayn collin world war ii abl get u citizenship reinstat work san francisco public librari postworld war ii playwright actor mr kashiwagi perform mani stage product written sever play includ laughter fals teeth betray,neutral
131,nisei male born octob small town thoma washington famili farm attend school auburn washington remov pinedal assembl center tule lake concentr camp california left camp work idaho subsequ join famili postwar becam social anthropologist later becam second nisei teach san francisco state univers instrument struggl establish field ethnic studi brother gordon hirabayashi defi curfew remov order arrest convict imprison gordon hirabayashi convict vacat,positive
132,nisei male born april pauilo hawaii live japan settl mainland upon return unit state marri remov along famili manzanar concentr camp california world war ii manzanar organ mess hall worker union accus beat suspect govern inform place jail spark socal manzanar riot move variou jail citizen isol center leupp arizona moab utah reunit famili tule lake segreg center releas camp move santa clara valley rais three child becam farmer,positive
133,nisei male born septemb lo angel california attend lo angel citi colleg one year leav run famili produc busi marri daughter remov pomona assembl center california heart mountain concentr camp wyom leader heart mountain fair play committe convict resist draft imprison eighteen month leavenworth kansa leav prison work u post offic california state unemploy offic mr emi practic judo young person war postwar taught hollywood judo dojo,neutral
134,nisei femal born august redondo beach california rais california mass remov parker dam assembl center arizona later convert poston concentr camp aspir writer work camp newspap poston chronicl incarcer leav camp return california work lo angel tribun publish book titl seventeen syllabl stori hisay receiv american book award lifetim achiev columbu foundat sever short stori adapt pb film hot summer wind,negative
135,nisei male born novemb bainbridg island washington bomb pearl harbor move denver took job english editor japanes american vernacular newspap rocki shimpo editor wrote support fair play committe heart mountain concentr camp charg tri conspiraci counsel draft evas acquit ground first amend freedom press mr omura award lifetim achiev award asian american journalist associ,neutral
136,white male born may visalia california attend school sacramento california enrol univers southern california involv develop new progress educ theori stanford univers teach high school sacramento california pearl harbor bomb work teacher minidoka concentr camp idaho,positive
137,white femal born march bloomfield new jersey attend michigan state colleg stanford univers graduat cours becom high school teacher minidoka concentr camp world war ii work variou organ field race relat includ san francisco council civic uniti oakland redevelop agenc,positive
138,nisei femal born decemb seattl washington live japan fifteen month child return seattl attend junior high school bomb pearl harbor father pick fbi taken depart justic camp missoula montana remov puyallup assembl center washington reunit father minidoka concentr camp idaho famili volunt leav japan u govern exchang ship us gripsholm attend high school japan particip militari air raid drill us postwar occup japan attend doshisha univers work u armi station hospit librari return u enrol st mari teach hospit rochest minnesota deni redress expatri japan succeed obtain redress file classact lawsuit,positive
139,nisei male born decemb kent washington becam interest music junior high school play variou music group upon graduat high school work manufactur plant volunt armi separ unit along japanes american bomb pearl harbor eventu serv interpret courtmarti involv shoot two issei men depart justic intern camp assign nd field artilleri battalion involv liber dachau concentr camp germani return seattl war start success insur busi,positive
140,nisei male born june callao peru grew peru rais parent grandpar world war ii taken parent unit state u troop transport ship live crystal citi intern camp texa famili move work seabrook new jersey produc work compani camp draft armi even though consid illeg alien serv germani rais famili chicago illinoi san jose california militari discharg recent year attend sever pilgrimag tule lake concentr camp california well reunion japanes peruvian involv campaign justic effort obtain redress japanes latin american,positive
141,nisei femal born may hood river oregon rais hood river valley famili farm decemb remov pinedal assembl center california tule lake concentr camp california move famili minidoka concentr camp idaho leav camp chicago illinoi war marri art shibayama japanes peruvian rais famili chicago illinoi san jose california involv lobbi congresspeopl washington dc behalf japanes latin american fight redress,neutral
142,nisei male born may laguna california live japan childhood teenag year return unit state high school incarcer santa anita assembl center california jerom concentr camp arkansa volunt u armi induct militari intellig servic select danger mission burma becom one fame merril maraud provid crucial intellig inform u govern tap japanes armi commun wire burma instrument mission hold nhpum ga hill burma shout militari order japanes confus attack japanes soldier award legion merit u militari station china japan war met futur wife work undercov japan induct ranger hall fame,neutral
143,nisei male born juli gardena california passiv resist evacu forc two soldier carri home incarcer heart mountain concentr camp wyom becam one steer committe leader fair play committe fpc tri along fpc leader convict conspiraci counsel draft evas serv time leavenworth feder penitentiari kansa return home california,neutral
144,brother frank emi leader heart mountain fair play committe fpc incarcer help fpc organ,neutral
145,nisei male born april sierra madr california pursu degre art pasadena junior colleg time mass remov incarcer heart mountain wyom continu artist pursuit draw sketch design poster etc variou camp project resist draft age indict draft evas serv time prison work garden becom landscap architect late,neutral
146,nisei male born decemb cupertino california attend san jose state colleg ncaa wrestl champion immedi bomb pearl harbor tri enlist u air corp refus account japanes ancestri one semest short earn busi degre remov famili pomona assembl center california heart mountain concentr camp wyom one heart mountain resist conscienc stood trial cheyenn wyom resist draft world war ii went civil servic fruitsel busi mr kawamoto pas away posthum award busi degre san jose state,negative
147,nisei femal born june santa clara counti california rais santa clara met marri issei guntaro kubota one leader heart mountain fair play committe world war ii incarcer heart mountain concentr camp wyom along daughter gave birth son camp husband guntaro kubota arrest conspiraci counsel draft evas serv time leavenworth feder penitentiari kansa eventu guntaro convict thrown famili move back lo gato california,positive
148,sansei femal daughter guntaro kubota issei immigr one leader heart mountain fair play committe incarcer heart mountain wyom child memori receiv letter cartoon draw father prison,neutral
149,white male born former longtim legal director american civil liberti union southern california advoc civil right throughout career work behalf japanes american world war ii incarcer,positive
150,nisei femal born march incarcer heart mountain concentr camp wyom world war ii staff camp newspap heart mountain sentinel,positive
151,nisei male born april incarcer heart mountain concentr camp wyom draft militari age eighteen world war ii serv district governor japanes american citizen leagu jacl southern california posit jacl sought reconcil japanes american commun world war ii draft resist,positive
152,sansei male nation director japanes american citizen leagu,negative
153,nisei male born januari olympia washington rais washington attend univers wisconsin graduat earn medic degre tulan univers school medicin new orlean complet resid harvard medic school serv u air forc korean war work pediatrician san francisco presid japanes american citizen leagu jacl work support redress movement,negative
154,nisei male born may hershey nebraska admit armi air corp flew thirti mission europ b tailgunn top turret gunner earn two distinguish fli cross acclaim first nisei war hero spoke heart mountain wyom two camp order help encourag draft recruit subpoena wit conspiraci trial heart mountain fair play committe leader later becam nisei servic activ combat air corp pacif theater flew twentyeight addit mission japan world war ii becam first japanes american editor gener newspap nebraska later edit newspap suburban michigan southern california,positive
155,nisei femal born novemb stockton california rais brentwood california incarcer gila river arizona graduat high school camp releas attend mount holyok colleg work costum design perri como show televis program research wrote groundbreak book year infami,negative
156,white male born octob hoboken new jersey educ histori ba phd univers california santa barbara work histori professor histori asian american studi california state univers fullerton present visit professor california polytechn state univers san lui obispo editor oral histori review presid southwest oral histori associ presid oral histori associ senior historian japanes american nation museum public coeditor reflect shatter window promis prospect asian american studi pullman wa washington state univers press editor japanes american evacu world war ii oral histori project five part evacue administr analyst resist guard townspeopl munich ger k g saur awardshonor jame v mink oral histori award southwest oral histori associ outstand teacher award colleg human social scienc california state univers fullerton distinguish faculti member colleg human social studi california state univers fullerton,negative
157,white male born decemb new york citi new york charl phelp taft professor emeritu histori univers cincinnati serv consult commiss wartim reloc intern civilian research written numer book japanes american experi includ prison without trial japanes american world war ii american concentr camp documentari histori reloc incarcer japanes american,positive
158,sansei male presid florin chapter japanes american citizen leagu one author resolut recogn constitut stand world war ii resist conscienc,neutral
159,sansei male born editor nichi bei time oldest japanes american bilingu newspap northern california son draft resist granada concentr camp attend california state univers sacramento becam involv civil right activ,positive
160,wife ben kuroki acclaim first nisei war hero flew mission world war ii u armi air corp,negative
161,nisei male born april whittier california spent childhood california remov manzanar concentr camp left manzanar sever time work beet topper local farmer decid expatri japan mother wish transfer tule lake concentr camp move brother bismarck north dakota depart justic camp renounc u citizenship travel famili japan live work japan abl u citizenship reinstat return u rais famili lo angel california,neutral
162,white male born novemb seattl washington son reverend emeri andrew japanes baptist church minist seattl mani year japanes american seattl remov minidoka concentr camp idaho emeri brook move famili twin fall idaho minist nikkei camp visit japanes american friend minidoka throughout war year world war ii return seattl attend bailey gatzert elementari school recent year return former site minidoka concentr camp,positive
163,nisei male born septemb waikiki hawaii attend mckinley high school student bodi presid prior bomb pearl harbor serv languag instructor u militari intellig servic world war ii station japan u occup earn phd take posit univers hawaii manoa assist professor work washington dc lyndon johnson presidenti campaign instrument establish hawaii system commun colleg notabl hawaii tokai intern colleg dr kosaki current chancellor emeritu univers hawaii manoa senior consult japanes american nation museum intern nikkei research project,negative
164,born septemb madra india attend jakarta intern school indonesia move unit state attend colleg georgetown univers work invest banker new york citi well manag develop program physiocontrol current pramila founder execut director hate free zone washington activist writer pramila activ involv intern domest social justic issu year work across africa asia latin america well domest immigr refuge commun washington state speak frequent univers commun event issu gender global develop commun serv sever board includ chaya nonprofit organ serv south asian woman crisi institut current world affair hedgebrook woman writer retreat pramila master busi administr northwestern univers kellogg school manag ba georgetown univers english econom also author pilgrimag india woman revisit homeland seal press pramila hfz campaign receiv sever award recognit work includ citi seattl civil right award washington bar associ access justic commun leadership award japanes american citizen leagu leadership award northwest asian weekli foundat commun leader award leadership award congressman jim mcdermott ecumen leadership award washington associ church januari pramila name one top ten puget sound region leader seattl time editori board,positive
165,nisei femal born june willow california grew sacramento california prior world war ii war remov sacramento assembl center california tule lake concentr camp california left camp attend colleg wisconsin later move chicago illinoi postworld war ii activ mani civic organ american council race relat later move seattl washington work camp central area motiv program model citi program public health,neutral
166,white femal born denver colorado father work bureau reclam time wwii broke famili live minidoka concentr camp idaho mr chandler child time attend elementari school minidoka move twin fall junior high high school year attend univers washington live lopez island washington spend part year small commun hondura,negative
167,white male born june seattl washington grew bainbridg island washington mani japanes american friend observ mass remov japanes american bainbridg island world war ii serv st aviat engin war station okinawa return bainbridg island washington area world war ii,positive
168,white male born august mountain home idaho enterpris child took job sell newspap age nine high school age bomb pearl harbor decemb rememb read antijapanes sentiment bois idaho attend univers idaho taught orofino idaho three year pursu doctor univers washington taught renton high school tacoma commun colleg promin local historian ron publish sever book includ work waterfront stori tacoma ship men furusato tacomapierc counti japanes,negative
169,nisei male born june merc california grew mount eden california remov tanforan assembl center california bomb pearl harbor incarcer topaz concentr camp utah move tule lake concentr camp famili volunt move japan tule lake join projapan organ creat father sokoku kenkyu seinen dan young men associ studi motherland renounc u citizenship expatri japan parent sibl live work japan return unit state author betray trust stori deport issei americanborn famili wwii publish,neutral
170,nitengosei niseisansei male born may tacoma washington spent earli childhood kent washington remov famili pinedal assembl center age seven famili incarcer tule lake concentr camp california move minidoka concentr camp idaho resettl attend grade school high school chicago illinoi complet dental school univers chicago eventu open privat dental practic chicago,neutral
171,nisei male born march lo angel california grew variou citi california live harbor citi california pearl harbor bomb decemb remov santa anita assembl center california tule lake concentr camp california later move jerom concentr camp arkansa arrest serv time prison draft resist serv armi follow world war ii,positive
172,nisei femal born seattl washington spent childhood seattl move chicago illinoi three year studi music taught music japan four year return seattl outbreak world war ii remov puyallup assembl center washington minidoka concentr camp idaho left camp husband chicago illinoi madison wisconsin rais famili madison remain activ involv methodist church activ music program,positive
173,born februari lakeland florida left home age fourteen live educ supervis dr william h gray jr attend florida graduat degre busi administr templ univers graduat univers washington law school serv law clerk suprem court justic matthew w hill work deputi prosecut attorney king counti privat law practic move washington dc take posit special assist attorney gener unit state legal field justic smith appoint washington state suprem court serv retir justic smith receiv univers washington law school distinguish alumnu award appoint presid clinton u commiss intern religi freedom also asian bar associ judg year award well lifetim servic award washington state bar associ long illustri career justic smith serv board sever asian american commun organ work behalf immigr right,positive
174,niseihan male born june maui hawaii grew small villag sugar plantat play footbal high school transfer honolulu sign san francisco er end footbal career injuri sign tokyo yomiuri giant first american play japan alli occup eventu becam manag chunichi dragon induct japanes basebal hall fame,positive
175,nisei femal born march vashon island washington rais vashon island de moin washington remov two child pinedal assembl center california later transfer tule lake concentr camp california minidoka idaho resettl chicago illinoi live work chicago eventu return seattl washington,positive
176,nisei femal born may seattl washington spent brief time japan young child return seattl work clerk seattl school district onset world war ii forc resign pressur parent group remov famili puyallup assembl center washington minidoka concentr camp idaho move chicago leav camp eventu return seattl took part redress movement help obtain redress japanes american seattl school district clerk wrongli lost job,neutral
177,nisei male born april mayfield california spent prewar childhood year alviso california bomb pearl harbor move famili stockton california attempt avoid mass remov despit remov stockton assembl center california rohwer concentr camp arkansa resettl colorado war serv militari return san jose california establish small busi sakamoto barbershop san jose japantown,negative
178,nisei male born octob kapaa kauai hawaii move san jose california hawaii grew san jose japantown onset world war ii remov santa anita assembl center california heart mountain concentr camp wyom return famili san jose war help establish famili busi onishi florist san jose japantown,neutral
179,sansei male born san jose california rais san jose parent grandpar own store japantown remov santa anita assembl center california heart mountain concentr camp wyom return san jose war famili reestablish busi dobashi market mr dobashi eventu took busi,positive
180,nisei male born decemb seattl washington grew seattl third grade mass remov puyallup assembl center washington move famili minidoka concentr camp idaho return seattl attend middl high school found lifelong job osborn ulland retail sport good store eventu becom manag,positive
181,jewish femal born januari seattl washington mother immigr u age six russia father born lithuania alic grew predomin jewish neighborhood seattl washington remain seattl world war ii marri two child pursu master degre counsel univers washington work disadvantag youth seattl school retir volunt school particip interfaith activ,negative
182,nisei femal born march seattl washington grew seattl ellensburg washington go japan teach prior onset world war ii return seattl remov famili puyallup assembl center washington minidoka concentr camp idaho war resettl chicago illinoi new york return rais famili seattl washington,neutral
183,nisei femal born novemb salina california grew salina japantown commun move variou town california bomb pearl harbor remov poston concentr camp colorado left camp famili denver colorado return california establish mandarin restaur san jose japantown,positive
184,nisei male born march penryn california spent childhood san jose california remov santa anita assembl center california heart mountain concentr camp wyom serv militari end world war ii return california open own busi georg servic center san jose japantown follow world war ii,positive
185,nisei male born juli grew lo angel area father buddhist minist attend medic school world war ii war serv u armi doctor th infantri divis europ captur battl bulg held sever prison war camp germani return u work pediatrician time move japan studi effect atom bomb child hiroshima nagasaki,positive
186,nisei male born march san francisco california spent difficult childhood year san francisco care guardian famili live japan graduat degre busi administr univers california berkeley world war ii remov tanforan assembl center california topaz concentr camp utah topaz permit travel around countri buyer camp coop store also obtain permiss shoot home movi footag within camp world war ii establish nichibei bussan depart store san jose japantown,negative
187,nisei male born januari san jose california grew san jose work famili extens farmhold graduat san jose teacher colleg bomb pearl harbor remov santa anita assembl center california heart mountain concentr camp wyom heart mountain becam agricultur superintend also obtain permiss shoot home movi footag within incarcer camp world war ii return san jose resum farm serv santa clara counti histor heritag commiss eighteen year involv japanes american museum san jose,neutral
188,nisei male born august mission british columbia canada grew mission attend school help famili farm left home work sever job includ sawmil sugar beet farm world war ii move japan work interpret british armi got marri move toronto canada rais two son later life activ toronto japanes canadian commun involv charit foundat,positive
189,nisei femal born septemb port moodi british columbia canada went parent japan attend school return canada marri remov hast park tashm canada interior leav tashm move toronto husband work consulgener offic adopt two child becam involv ikenobo societi went japan studi ikebana art japanes flower arrang involv along husband establish japanes canadian cultur centr toronto,neutral
190,issei femal born march binmanji japan grew marri japan immigr husband canada eventu settl saskatoon saskatchewan rais famili saskatoon work fabric store establish husband citi street name honor wakabayashi famili contribut citi year,positive
191,sansei femal born may palo alto california mother nisei incarcer world war ii father japanes immigr came unit state grew palo alto california stude art yale univers later move new york give art begin write publish first novel emperor divin critic acclaim,positive
192,white male german descent born decemb oketo kansa work shipyard termin island california japan bomb pearl harbor decemb serv unit state air forc world war ii present live hammett idaho,positive
193,male spanish irish descent born march santa monica california move salina california teenag enlist militari station philippin japanes bomb pearl harbor captur japanes militari forc infam bataan death march held prison war releas return unit state,neutral
194,nisei male born januari oakland california mr korematsu work welder san francisco japan bomb pearl harbor decemb execut order issu decid resist evacu order remov famili arrest may taken jail eventu transfer tanforan assembl center california famili held legal challeng constitution execut order case made u suprem court upheld order follow world war ii mr korematsu move detroit michigan marri rais famili return california earli case reopen discoveri crucial document indic origin case feder govern lie high court convict vacat u district judg marilyn hall patel mr korematsu award presidenti medal freedom,negative
195,white femal born march greenvil south carolina attend winthrop colleg south carolina move detroit marri fred korematsu nisei resist world war ii incarcer order,negative
196,nisei male born septemb tacoma washington spent childhood fife washington follow bomb pearl harbor remov puyallup assembl center minidoka concentr camp idaho draft armi join nd regiment combat team europ award purpl heart action battl gothic line war briefli resettl fife go east coast attend photographi school work tall camera seattl washington mani year current speak mani school group commun organ wartim experi,positive
197,kibei male born novemb thoma washington went japan age twelv attend school return u high school student enlist armi prior bomb pearl harbor eventu recruit militari intellig servic select one fourteen japanes american fight merril maraud war work japan u occup becam involv war crime trial went work state depart librari congress,positive
198,nisei male born septemb tacoma washington grew tacoma except live japan sever year age four attend univers washington seattl major polit scienc far eastern studi minor journal prior world war ii work sport editor commun newspap japanes american courier bomb pearl harbor remov along wife pinedal assembl center california tule lake concentr camp california daughter tule lake move minidoka concentr camp idaho recruit work u armi offic strateg servic os draft train india end war sent hiroshima japan conduct u govern survey studi effect atom bomb japanes citizen return seattl associ editor anoth commun newspap northwest time work boe compani postwar rais famili found member seattl nisei veteran committe work group newslett thirti year,negative
199,nisei femal born spokan washington spent childhood downtown spokan parent ran orient laundri famili activ methodist episcop church mother taught japanes languag school attend lewi clark high school rememb chang japanes american commun brought world war ii husband sumio tai came spokan minidoka concentr camp work sponsorship marri spent postwar year run hotel rais six child,neutral
200,nisei male born novemb spokan washington spent childhood downtown spokan parent ran world hotel father also work mail handler great northern railroad attend lewi clark high school washington state univers war rememb see train car pas spokan japanes american head heart mountain concentr camp wyom draft armi serv militari intellig servic languag school fort snell minnesota presidio california world war ii work chick sexer upstat new york surround region thirti year return spokan mid pursu career real estat,positive
201,nisei male born may eastport idaho spent childhood spokan washington travel japan famili father becam ill die attend school japan three year return spokan work farm follow bomb pearl harbor volunt militari servic fail medic examin war took brief trip manzanar concentr camp california camp arkansa minidoka concentr camp idaho war work painter larg sign spokan,neutral
202,nisei male born june mission british columbia canada grew mission move japan mother sister age sixteen attend high school colleg japan enlist japanes navi work japan sever year follow world war ii return canada choos live toronto ontario author japanes commun mission brief histori,neutral
203,nisei femal born april seattl washington spent childhood medina bellevu washington high school member bellevu strawberri festiv queen court marri kenji ito promin japanes american lawyer practic seattl follow bomb pearl harbor recount experi husband pick fbi even decemb describ trial acquitt husband accus work nonregist agent japan trial remov puyallup assembl center washington tule lake concentr camp california minidoka concentr camp idaho war resettl lo angel area,neutral
204,nisei male born august area spokan washington known hillyard grew multiethn hillyard area parent own hillyard laundri world war ii began senior roger high school went attend gonzaga univers volunt militari servic join nd regiment combat team segreg u armi unit consist japanes american mr shiosaki fought europ return spokan finish degre gonzaga start career famili,positive
205,nisei male born septemb spokan washington spent childhood spokan parent oper downtown spokan hotel father work redcap local train station graduat lewi clark high school attend whitworth colleg attend trade school becam electrician,negative
206,nisei femal born januari seattl washington spent childhood spokan washington father work alaska junk compani attend irv grade school lewi clark high school wed took place decemb day japan attack pearl harbor husband pas away m okamoto work secretari state washington rais three child later life activ highland park methodist church organist sinc,neutral
207,nisei male born septemb millwood washington father work sp railroad seriou injuri father quit railroad move famili spokan washington oper numer hotel sent japan sibl attend school one famili return u three year later brother serv noncombat posit japanes navi world war ii oper produc farm state purchas land build freeway work crescent depart store retir,neutral
208,nisei femal born septemb spokan washington father work redcap great northern railroad parent also ran hotel grew attend school spokan graduat busi colleg world war ii bookkeep secretari work variou compani postwar marri son current resid spokan valley washington,neutral
209,nisei femal born juli seattl washington spent childhood seattl nihonmachi japantown parent ran u hotel attend bailey gatzert grade school washington junior high school move north seattl older sibl oper produc stand graduat roosevelt high school work waitress tokyo cafe move spokan washington part voluntari evacu period march marri husband ed edamatsu work domest retir,positive
210,nisei male born may seattl washington spent much childhood japan return u age fifteen began attend univers washington remov puyallup assembl center washington minidoka concentr camp idaho creat seri art piec depict camp life move spokan washington leav minidoka establish lithoart printer inc activ sisterc program spokan nishinomiya japan help establish branch campu mukogawa woman univers spokan,neutral
211,nisei femal born januari wapato washington famili oper truck farm follow bomb pearl harbor remov north portland assembl center heart mountain concentr camp wyom famili left camp spokan washington work domest spokan south hill becom licens beautician marri husband dick yamamoto although rais buddhist baptiz activ highland park methodist church,positive
212,nisei male born novemb princ rupert british columbia canada grew princ rupert remov japanes canadian hast park vancouv canada bomb pearl harbor move new denver incarcer camp resettl edmonton alberta canada famili studi practic medicin univers alberta special plastic surgeri help establish burntreat center serv chair japanes canadian redress foundat finish seri paint depict life new denver incarcer camp,neutral
213,sansei femal grew know littl parent world war ii incarcer experi,neutral
214,male japanes frenchirish descent born octob lo angel california child resid child home societi orphanag lo angel world war ii transfer manzanar concentr camp child villag orphan adopt camp famili bishop california eventu becam teacher,positive
215,nisei male born april lo angel california grew california prior world war ii remov manzanar concentr camp california war left manzanar live variou locat eventu settl new york california mr fukuhara promin artist,negative
216,nisei male born februari rais california remov manzanar concentr camp california follow bomb pearl harbor world war ii attend bake school becam profession baker,neutral
217,nisei male born octob childhood live variou place midwest seattl washington lo angel california high school student japan bomb pearl harbor decemb remov manzanar concentr camp california camp return lo angel,positive
218,nisei male born novemb lo angel california grew lo angel father renown photograph toyo miyatak establish photo studio world war ii remov manzanar concentr camp california camp father becam camp photograph war archi miyatak return lo angel eventu took father studio,positive
219,nisei femal born septemb lo angel california lost parent earli age rais older sibl part larg famili world war ii remov manzanar concentr camp california train music childhood becam known songbird manzanar perform camp leav camp move pasadena california marri rais famili,neutral
220,nisei male born rais north hollywood california remov manzanar concentr camp california follow bomb pearl harbor attend high school camp left attend colleg draft armi live work variou locat world war ii,positive
221,white femal born june lo angel california fourth grade teacher manzanar concentr camp california,positive
222,nisei male born decemb lo angel california parent own oper restaur father pas away prior onset world war ii mother respons prepar famili move camp remov manzanar concentr camp california shot militari polic offic pick scrap lumber renounc u citizenship expatri japan work six year return california,negative
